Episodes	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	Current bonus	Time
710	-81.51798	80.2333	14.403278	-198.08499	161.7	238449	9.799999999999997	835.0318400859833
720	-80.09935	106.34928	185.6802	-171.34187	212.0	240569	9.999999999999996	842.2850155830383
730	-117.06783	74.28851	8.707254	-238.76907	150.2	242071	9.999999999999996	846.7895143032074
740	-104.94285	76.83828	12.532305	-211.17671	178.9	243860	9.999999999999996	852.4297733306885
750	56.01232	184.74533	230.70143	-275.66745	201.4	245874	10.199999999999996	859.5127193927765
760	-62.328808	129.43497	192.45392	-265.57877	186.6	247740	10.199999999999996	865.3134927749634
770	-150.84549	114.14408	12.92964	-289.19882	126.8	249008	10.199999999999996	869.2731461524963
780	-106.63164	122.287994	199.70044	-219.24548	127.1	250279	10.399999999999995	873.4945726394653
790	-24.115736	124.01013	197.98546	-154.03242	168.5	251964	10.399999999999995	878.6885681152344
800	-132.63255	69.528206	-4.5656934	-213.75833	133.2	253296	10.399999999999995	882.696261882782
810	-86.92735	139.05684	198.5715	-291.4957	163.6	254932	10.399999999999995	887.9483036994934
820	-26.613983	168.29257	211.3617	-287.5228	198.3	256915	10.599999999999994	894.7043080329895
830	-98.602615	86.17667	4.831665	-281.88177	148.6	258401	10.599999999999994	899.197348356247
840	-76.817406	128.71152	180.45024	-294.8201	178.2	260183	10.799999999999994	905.3368721008301
850	-93.099144	120.91458	215.05437	-211.22458	154.8	261731	10.799999999999994	910.1617798805237
860	-56.983803	134.736	191.02962	-199.80894	147.8	263209	10.799999999999994	914.655839920044
870	-45.25035	144.41463	202.87604	-315.3466	161.1	264820	10.799999999999994	919.3602368831635
880	7.6863585	109.95512	190.23013	-149.44249	317.6	267996	10.999999999999993	930.0131964683533
890	-147.78261	71.49591	-30.713991	-285.32047	115.5	269151	10.999999999999993	933.4956648349762
900	-47.837955	208.3389	229.67215	-387.27423	196.0	271111	11.199999999999992	940.4031867980957
910	-89.25076	123.25672	200.59734	-263.3686	134.9	272460	11.199999999999992	944.182327747345
920	-64.05397	175.22934	197.27911	-374.16647	193.8	274398	11.199999999999992	950.4896516799927
930	-16.975163	144.83972	234.73965	-202.59956	178.2	276180	11.399999999999991	956.6909866333008
940	-74.37355	154.15952	205.28314	-316.82306	144.5	277625	11.399999999999991	961.2893624305725
950	-94.63497	178.56152	187.33847	-340.81638	210.3	279728	11.399999999999991	967.6765012741089
960	-58.943848	175.0966	203.87965	-319.50327	150.1	281229	11.59999999999999	973.1049444675446
970	-56.630157	98.338005	205.03352	-147.36702	150.7	282736	11.59999999999999	977.6270081996918
980	-114.13774	89.99243	35.825672	-255.08527	220.9	284945	11.59999999999999	986.0824604034424
990	-79.38573	210.33487	230.55261	-333.17307	144.1	286386	11.79999999999999	990.9295473098755
1000	-131.09822	150.10295	250.34378	-332.92368	124.9	287635	11.99999999999999	995.454710483551
1010	-58.007893	134.16632	257.99814	-201.78632	141.1	289046	11.99999999999999	999.6041510105133
1020	-88.021484	107.9611	198.50494	-196.86305	141.0	290456	12.199999999999989	1004.447202205658
1030	-31.124441	156.18562	290.01233	-233.96033	159.6	292052	12.199999999999989	1009.1069006919861
1040	-55.44585	123.61322	254.59401	-202.01178	131.4	293366	12.199999999999989	1013.0941777229309
1050	-82.89897	110.43615	175.82227	-219.70311	183.8	295204	12.399999999999988	1019.5855519771576
1060	-125.35514	118.31762	36.128407	-332.2822	134.4	296548	12.399999999999988	1023.4934122562408
1070	-118.62978	170.79182	215.65065	-394.60107	146.4	298012	12.399999999999988	1027.946443080902
1080	-101.77728	121.78089	193.93143	-272.8203	128.8	299300	12.399999999999988	1031.853180885315
1090	-97.15101	55.783188	-21.818384	-181.49113	125.9	300559	12.599999999999987	1036.1221730709076
1100	-168.96864	77.3958	-60.013504	-319.0706	124.9	301808	12.599999999999987	1039.8538527488708
1110	-88.43486	150.72508	169.76927	-451.24298	183.0	303638	12.599999999999987	1045.5514152050018
1120	-104.69139	80.86404	-10.695455	-270.1403	114.3	304781	12.599999999999987	1048.67968416214
1130	-80.0685	122.05494	200.3586	-312.30222	129.1	306072	12.799999999999986	1053.257929801941
1140	-160.70584	144.17078	184.33688	-341.27106	117.0	307242	12.799999999999986	1056.785291671753
1150	-115.54268	200.0572	219.7526	-352.83188	165.2	308894	12.799999999999986	1061.7164838314056
1160	-104.28194	61.513805	35.681515	-199.96634	123.8	310132	12.999999999999986	1066.6086020469666
1170	-65.83458	130.14832	213.4277	-314.48828	164.6	311778	12.999999999999986	1071.7103898525238
1180	-64.49652	159.6118	246.46715	-268.57596	149.3	313271	12.999999999999986	1076.3685147762299
1190	-185.80464	114.81441	-44.71926	-377.812	102.0	314291	12.999999999999986	1079.4523520469666
1200	-66.98329	110.76101	198.5936	-183.99869	129.8	315589	13.199999999999985	1084.0358409881592
1210	-186.90295	125.746025	-18.24237	-397.41544	111.3	316702	13.199999999999985	1087.606207370758
1220	-105.53365	149.42567	202.18443	-317.53253	135.3	318055	13.199999999999985	1091.6908957958221
1230	-126.938416	115.63531	37.520164	-312.45285	120.5	319260	13.199999999999985	1095.2513844966888
1240	-106.56055	151.41913	189.73782	-338.63788	151.6	320776	13.399999999999984	1100.5954341888428
1250	-105.18478	85.48168	50.92721	-250.39877	114.8	321924	13.399999999999984	1104.115576505661
1260	-97.56557	116.023476	192.78987	-245.44849	123.0	323154	13.399999999999984	1107.579939365387
1270	-123.15598	123.55074	167.58606	-341.36124	117.8	324332	13.399999999999984	1111.1953213214874
1280	-103.76898	83.248474	0.23345357	-290.95908	118.0	325512	13.599999999999984	1115.5676074028015
1290	-218.74146	169.99467	-36.78509	-671.76294	108.7	326599	13.599999999999984	1118.5473685264587
1300	-88.72225	104.077644	196.59018	-209.5231	122.1	327820	13.599999999999984	1122.2924444675446
1310	-87.93022	124.812744	235.00418	-234.8572	138.9	329209	13.599999999999984	1126.2794735431671
1320	-108.54341	135.79749	202.28738	-318.83395	127.3	330482	13.799999999999983	1130.7761113643646
1330	-136.47023	116.731445	30.36754	-321.24335	109.9	331581	13.799999999999983	1134.2508845329285
1340	-96.20586	120.04083	227.28741	-214.49582	109.2	332673	13.799999999999983	1137.5029578208923
1350	-33.923836	94.26004	191.47177	-173.3665	122.0	333893	13.799999999999983	1141.2034051418304
1360	-113.72855	52.27513	-21.01489	-182.95845	103.0	334923	13.799999999999983	1144.6789588928223
1370	-81.257805	38.756283	-21.97413	-140.67657	100.7	335930	13.999999999999982	1148.381141424179
1380	-132.36061	95.90609	-3.077278	-330.8928	126.8	337198	13.999999999999982	1152.0346910953522
1390	-138.84286	65.634865	-62.771454	-294.6381	99.2	338190	13.999999999999982	1155.0272312164307
1400	-93.55132	107.17858	50.186455	-332.8906	120.4	339394	13.999999999999982	1158.6239931583405
1410	-168.73137	102.69858	-55.4678	-380.03677	106.1	340455	14.199999999999982	1162.6691672801971
1420	-143.5021	58.384495	-70.07311	-295.71548	102.1	341476	14.199999999999982	1165.6237330436707
1430	-112.581505	49.27067	-14.106277	-203.72694	95.8	342434	14.199999999999982	1168.6497294902802
1440	-99.26269	145.85068	238.48425	-340.79547	126.5	343699	14.199999999999982	1172.3479347229004
1450	-142.47292	117.40263	26.896942	-334.65518	113.3	344832	14.199999999999982	1176.0631930828094
1460	-114.65706	87.64987	20.360085	-296.4308	104.1	345873	14.39999999999998	1179.9677901268005
1470	-91.07509	75.6315	25.045465	-218.59767	107.7	346950	14.39999999999998	1183.246774673462
1480	-127.02429	39.91536	-63.977272	-189.27332	98.4	347934	14.39999999999998	1186.1690816879272
1490	-114.83067	79.664246	-27.786287	-298.0956	108.5	349019	14.39999999999998	1189.420921087265
1500	-112.81785	80.06391	-3.6741428	-236.89424	120.6	350225	14.79999999999998	1194.7675983905792
1510	-74.49266	58.796677	8.975783	-186.45201	97.3	351198	14.79999999999998	1197.287139415741
1520	-108.492065	62.297382	27.974272	-184.11485	96.4	352162	14.79999999999998	1200.3949003219604
1530	-113.219894	53.03131	-22.559292	-201.08865	90.1	353063	14.79999999999998	1203.1839728355408
1540	-90.33474	42.542847	-17.17821	-161.38376	97.2	354035	14.79999999999998	1206.1378798484802
1550	-64.62485	64.65938	41.01905	-123.53345	118.7	355222	14.999999999999979	1210.4205706119537
1560	-125.33463	76.23114	-25.738268	-303.5365	98.0	356202	14.999999999999979	1213.3927102088928
1570	-66.04034	56.42258	2.935808	-198.96907	101.1	357213	14.999999999999979	1216.4736921787262
1580	-138.57248	94.00663	4.367424	-306.52304	108.5	358298	14.999999999999979	1219.4461271762848
1590	-115.204735	69.402565	18.68531	-225.07129	90.1	359199	14.999999999999979	1222.1389818191528
1600	-79.054474	44.68562	3.0510702	-149.63628	100.8	360207	15.199999999999978	1226.3898539543152
1610	-68.23897	65.3709	23.305801	-187.87491	112.5	361332	15.199999999999978	1229.9925367832184
1620	-97.96953	61.30059	-27.223377	-232.34206	104.4	362376	15.199999999999978	1233.141812801361
1630	-144.65201	73.85249	5.0577817	-255.30022	110.0	363476	15.199999999999978	1236.4002048969269
1640	-77.574196	52.2971	-1.853012	-153.98997	110.4	364580	15.199999999999978	1239.7127401828766
1650	-98.81508	102.1736	44.097984	-297.34033	108.0	365660	15.399999999999977	1243.9354057312012
1660	-116.91235	63.4126	-31.63954	-276.3409	104.6	366706	15.399999999999977	1247.1989097595215
1670	-96.906624	81.716805	13.436804	-227.26392	88.3	367589	15.399999999999977	1249.7565639019012
1680	-59.565163	75.63741	49.488625	-164.14435	99.7	368586	15.399999999999977	1252.7254433631897
1690	-104.67625	33.850475	-41.489803	-177.83067	106.1	369647	15.399999999999977	1256.012942790985
1700	-117.21733	64.25521	-24.499338	-236.31105	100.3	370650	15.599999999999977	1260.0202651023865
1710	-89.37717	92.37943	19.805887	-297.57065	106.2	371712	15.599999999999977	1263.3719925880432
1720	-101.37562	80.9561	18.662287	-260.29315	103.9	372751	15.599999999999977	1266.266875743866
1730	-76.01185	53.323315	1.2262684	-164.82635	106.6	373817	15.599999999999977	1269.531972169876
1740	-119.68109	29.753601	-49.7897	-153.35136	91.8	374735	15.599999999999977	1272.1142120361328
1750	-109.99758	109.95079	55.22716	-309.06677	112.2	375857	15.799999999999976	1276.247175693512
1760	-97.90135	66.14616	42.837234	-188.0349	111.3	376970	15.799999999999976	1279.772813796997
1770	-108.52991	51.316074	12.022438	-162.50197	82.2	377792	15.799999999999976	1282.2554421424866
