Episodes	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	Current bonus	Time
750	19.595089	107.115906	196.96379	-85.064026	305.9	279561	11.399999999999991	888.5445294380188
760	43.235363	147.4701	231.2668	-123.14527	313.7	282698	11.59999999999999	899.4609658718109
770	-7.483102	94.98113	219.53336	-91.878746	199.4	284692	11.59999999999999	905.6913237571716
780	17.445719	114.860504	220.81279	-116.363	164.8	286340	11.79999999999999	915.9740853309631
790	-72.0131	104.36854	218.16763	-183.90787	145.7	287797	11.79999999999999	921.4936170578003
800	-50.26783	67.37357	140.96213	-102.66996	128.0	289077	11.79999999999999	937.9591302871704
810	-16.674603	126.93347	193.08063	-196.52237	158.9	290666	11.99999999999999	943.4830594062805
820	-5.7001677	101.20969	208.3392	-112.19773	205.2	292718	11.99999999999999	949.6585042476654
830	-77.44279	50.886646	30.694687	-171.64713	218.1	294899	11.99999999999999	956.0721316337585
840	-101.411446	22.427967	-72.521	-144.24138	114.2	296041	12.199999999999989	959.8651058673859
850	-15.787279	137.2649	273.5368	-123.26779	154.7	297588	12.199999999999989	963.8849959373474
860	27.764273	140.91806	243.0369	-143.1167	290.5	300493	12.399999999999988	973.4898083209991
870	-54.16842	82.58784	189.68028	-104.54589	107.9	301572	12.399999999999988	976.1578054428101
880	-5.6972275	123.72309	234.45433	-115.77551	165.5	303227	12.399999999999988	980.8050873279572
890	-54.27668	98.02139	230.763	-123.05546	113.8	304365	12.399999999999988	983.750049829483
900	-29.301807	111.54388	202.72142	-122.131905	149.8	305863	12.599999999999987	988.5087444782257
910	-53.04365	66.1117	132.28435	-116.20051	109.3	306956	12.599999999999987	991.2661125659943
920	-68.66539	40.018394	4.3007565	-130.3104	131.2	308268	12.599999999999987	994.7006282806396
930	-78.68618	45.90899	41.526264	-127.92726	115.4	309422	12.599999999999987	997.8577344417572
940	-9.573497	131.04446	260.87808	-122.411316	160.0	311022	12.799999999999986	1002.8247101306915
950	59.46496	140.32367	231.8668	-86.10766	234.3	313365	12.799999999999986	1009.2650873661041
960	-39.5288	149.58897	249.85442	-226.0995	171.1	315076	12.999999999999986	1014.6712729930878
970	-54.114666	83.35867	177.78621	-118.450165	108.4	316160	12.999999999999986	1017.3761250972748
980	-54.974632	100.92793	232.13225	-117.52924	114.7	317307	12.999999999999986	1020.3241832256317
990	-17.322132	93.7627	212.84576	-105.68191	149.3	318800	12.999999999999986	1024.1390807628632
1000	-94.932816	74.46886	48.276196	-239.19293	118.5	319985	13.199999999999985	1027.5942606925964
1010	-115.34202	77.30091	-37.908142	-322.5717	98.3	320968	13.399999999999984	1030.895265340805
1020	-59.395336	104.66905	245.57011	-128.10645	113.7	322105	13.399999999999984	1033.8134274482727
1030	-50.94876	93.88921	210.76479	-130.54	127.5	323380	13.399999999999984	1037.051898241043
1040	-79.89906	100.02052	215.51086	-146.63857	119.5	324575	13.399999999999984	1040.175356388092
1050	-49.719902	89.988335	196.69725	-124.69707	127.3	325848	13.599999999999984	1044.4343843460083
1060	-52.282574	102.90441	226.3157	-124.369675	130.3	327151	13.599999999999984	1047.6848311424255
1070	-94.74519	23.35314	-57.43505	-138.85103	102.3	328174	13.599999999999984	1050.1559250354767
1080	-109.86404	29.797049	-60.646297	-170.31947	105.0	329224	13.599999999999984	1053.0058982372284
1090	-101.45894	33.52655	-59.30717	-168.66586	99.1	330215	13.799999999999983	1056.2371201515198
1100	-52.161003	90.78352	199.69176	-129.44695	126.6	331481	13.799999999999983	1059.2227728366852
1110	-86.24935	33.674263	-18.275436	-123.60317	103.3	332514	13.799999999999983	1061.9267897605896
1120	-30.435745	132.82854	240.31732	-158.33698	133.3	333847	13.799999999999983	1065.3565838336945
1130	-65.23933	77.83103	161.68918	-127.34267	115.2	334999	13.799999999999983	1068.0577886104584
1140	-17.135523	133.34712	249.78961	-97.79641	137.4	336373	13.999999999999982	1072.4516842365265
1150	-71.06946	108.12334	209.28027	-220.5248	122.5	337598	13.999999999999982	1075.6537117958069
1160	-49.51731	94.522575	225.56525	-111.08371	121.4	338812	13.999999999999982	1079.0983741283417
1170	-104.373474	39.93669	-40.541237	-181.94077	99.2	339804	13.999999999999982	1081.6685962677002
1180	-77.408676	45.329247	18.919394	-146.9882	100.8	340812	14.199999999999982	1085.074452161789
1190	-98.42534	42.19576	-26.391848	-198.91898	95.5	341767	14.199999999999982	1087.4342858791351
1200	-108.31142	23.496902	-76.405754	-147.44717	102.7	342794	14.199999999999982	1089.9316873550415
1210	-61.21288	40.34994	-9.258486	-150.26628	108.4	343878	14.199999999999982	1092.599151134491
1220	-82.06322	33.428288	6.964335	-126.381546	108.0	344958	14.199999999999982	1095.3127579689026
1230	-69.16248	24.798197	-21.06854	-104.75157	98.6	345944	14.39999999999998	1098.7351014614105
1240	-51.01578	81.30396	171.4926	-121.171814	122.8	347172	14.39999999999998	1102.038860797882
1250	-135.77641	75.65969	-84.94185	-316.99063	97.8	348150	14.39999999999998	1104.6706907749176
1260	-90.246346	25.449417	-51.1915	-125.620995	105.7	349207	14.39999999999998	1107.944834947586
1270	-93.30665	81.81944	-29.304518	-328.89243	104.1	350248	14.59999999999998	1111.625391960144
1280	-63.848595	83.02489	181.50781	-114.566696	116.3	351411	14.59999999999998	1114.9292814731598
1290	-99.419876	26.05446	-60.0176	-140.01538	99.3	352404	14.59999999999998	1117.395572900772
1300	-89.11385	29.97399	-9.053187	-119.99581	101.4	353418	14.59999999999998	1120.0240185260773
1310	-102.57334	20.721119	-72.98089	-148.2731	92.9	354347	14.59999999999998	1122.3469007015228
1320	-76.30083	70.18841	113.07497	-141.24397	182.5	356172	14.79999999999998	1128.4480674266815
1330	-93.86316	15.31268	-58.29213	-113.47382	103.4	357206	14.79999999999998	1131.111864566803
1340	-39.242485	99.808205	161.18192	-115.22367	122.2	358428	14.79999999999998	1134.2854380607605
1350	-59.417034	102.515	234.66681	-142.9846	116.1	359589	14.79999999999998	1137.2549540996552
1360	-74.84017	44.395782	4.968961	-123.29765	99.9	360588	14.999999999999979	1140.6130511760712
1370	-33.55474	84.39344	182.33475	-101.24744	138.2	361970	14.999999999999979	1144.340609073639
1380	-115.28081	53.111683	-46.83696	-260.41275	105.2	363022	14.999999999999979	1147.1743338108063
1390	-95.51794	17.152046	-66.5553	-125.51452	108.4	364106	14.999999999999979	1150.0494258403778
1400	-54.935078	101.89753	244.35858	-125.985954	114.1	365247	15.199999999999978	1153.7355182170868
1410	-89.374344	29.2471	-20.451284	-118.05808	104.1	366288	15.199999999999978	1156.1953737735748
1420	-45.499718	94.65286	214.3062	-112.320885	114.3	367431	15.199999999999978	1159.3375952243805
1430	-100.9232	32.150368	-33.462013	-149.21141	98.5	368416	15.199999999999978	1161.8110575675964
1440	-108.44828	67.79646	-29.548267	-291.03586	99.7	369413	15.199999999999978	1164.4041140079498
1450	-109.17096	30.900875	-66.9516	-190.89235	108.9	370502	15.399999999999977	1167.9552206993103
1460	-78.525276	31.63755	-24.526674	-117.47778	108.8	371590	15.399999999999977	1170.5620436668396
1470	-90.63318	26.6877	-56.564743	-140.8447	95.7	372547	15.399999999999977	1173.0631392002106
1480	-75.42389	29.651999	-19.252195	-120.62016	105.6	373603	15.399999999999977	1175.9424703121185
1490	-90.22867	32.606544	-8.592619	-132.20335	95.7	374560	15.399999999999977	1178.2026789188385
1500	-88.933235	40.829216	-29.48389	-159.53775	111.8	375678	15.799999999999976	1182.6798284053802
1510	-97.6139	24.178577	-38.47835	-121.38993	96.2	376640	15.799999999999976	1185.141871213913
1520	-104.968704	22.988083	-68.79288	-149.35959	100.9	377649	15.799999999999976	1187.7685663700104
1530	-97.657074	20.984016	-51.251987	-124.01661	98.7	378636	15.799999999999976	1190.386684179306
1540	-86.91734	31.894445	-24.040617	-127.91689	91.9	379555	15.799999999999976	1192.6117053031921
1550	-111.90208	28.668875	-73.57002	-168.45897	97.3	380528	15.999999999999975	1195.9970910549164
1560	-105.27014	31.725033	-32.35195	-149.72076	98.1	381509	15.999999999999975	1198.4695320129395
1570	-97.414	34.718906	-14.782965	-142.51173	106.1	382570	15.999999999999975	1200.9555225372314
1580	-113.49579	75.66522	-13.920066	-315.208	104.7	383617	15.999999999999975	1203.8043217658997
1590	-66.13009	98.02313	197.09656	-178.36629	122.3	384840	15.999999999999975	1206.7099766731262
1600	-90.511696	57.889954	9.557379	-211.86269	114.4	385984	16.199999999999974	1210.4415352344513
1610	-98.85454	46.2143	-11.02744	-181.7344	101.1	386995	16.199999999999974	1213.0427169799805
1620	-110.6319	57.898514	-34.986458	-230.45694	103.4	388029	16.199999999999974	1215.9258000850677
1630	-119.82064	23.15473	-76.31912	-170.65898	104.8	389077	16.199999999999974	1218.545309305191
1640	-103.08242	21.786772	-76.851616	-142.93343	100.9	390086	16.399999999999974	1221.9383456707
1650	-90.882065	100.91598	164.77266	-230.3767	171.3	391799	16.399999999999974	1226.7979409694672
1660	-112.12012	35.73193	-13.922824	-150.14905	101.2	392811	16.399999999999974	1229.432059288025
1670	-95.91945	32.94137	-49.133133	-140.32848	95.4	393765	16.399999999999974	1231.6551311016083
1680	-108.21773	53.696556	35.726444	-182.20541	103.3	394798	16.399999999999974	1234.1528887748718
1690	-89.307205	61.28016	36.006466	-183.44229	102.2	395820	16.599999999999973	1237.8796608448029
1700	-94.60368	36.086796	-15.000119	-158.68802	96.1	396781	16.599999999999973	1240.1101360321045
1710	-125.42171	37.19386	-77.4514	-222.3086	100.0	397781	16.599999999999973	1242.7776184082031
1720	-100.68317	42.59378	-15.200974	-163.00687	102.4	398805	16.599999999999973	1245.6271617412567
1730	-82.23916	48.402847	-8.374279	-155.41393	109.4	399899	16.599999999999973	1248.368897676468
1740	-107.09017	43.630287	-40.903534	-172.08191	107.0	400969	16.799999999999972	1252.1473212242126
1750	-127.98025	21.221395	-84.162056	-157.77756	100.0	401969	16.799999999999972	1254.6049592494965
1760	-118.42332	25.83792	-85.02169	-167.72859	101.4	402983	16.799999999999972	1257.1412785053253
1770	-158.42592	67.43033	-99.283966	-331.2405	93.3	403916	16.799999999999972	1260.1085720062256
1780	-149.66785	55.220398	-88.71542	-237.37027	93.5	404851	16.799999999999972	1262.3424634933472
1790	-117.39602	18.075853	-90.93385	-149.2912	99.9	405850	16.99999999999997	1265.9297878742218
1800	-117.342995	22.88815	-88.82308	-161.8362	102.0	406870	16.99999999999997	1268.5666007995605
1810	-111.45689	22.225851	-66.92276	-144.13078	91.3	407783	16.99999999999997	1270.8868474960327
1820	-120.74548	22.539728	-85.83452	-161.32689	100.2	408785	16.99999999999997	1273.378612279892
1830	-114.75565	34.263077	-53.875988	-157.4398	98.7	409772	16.99999999999997	1275.8539006710052
1840	-110.143845	27.332315	-45.29824	-141.69513	95.0	410722	17.19999999999997	1279.2721626758575
1850	-113.33755	33.084145	-30.370245	-158.20816	99.8	411720	17.19999999999997	1281.8950972557068
1860	-125.68052	59.121666	-30.193216	-247.27779	98.6	412706	17.19999999999997	1284.5006573200226
1870	-137.39307	46.081318	-96.95526	-250.0739	93.5	413641	17.19999999999997	1286.760806798935
1880	-121.11222	28.12677	-83.34778	-169.75018	96.9	414610	17.19999999999997	1289.202176809311
1890	-119.48521	35.63013	-52.28017	-179.1716	100.0	415610	17.39999999999997	1292.6221957206726
1900	-92.74691	35.28015	-29.654633	-143.46172	100.5	416615	17.39999999999997	1295.2656636238098
1910	-102.00215	49.822014	18.576256	-181.07794	109.8	417713	17.39999999999997	1298.0161950588226
1920	-86.87182	38.734344	-10.207435	-135.33131	107.5	418788	17.39999999999997	1300.4896006584167
1930	-91.19255	27.74947	-55.213303	-129.76505	105.5	419843	17.39999999999997	1303.399004459381
1940	-96.97591	65.992874	30.847586	-186.53871	108.0	420923	17.59999999999997	1307.1470310688019
1950	-114.57355	66.60654	-47.194435	-237.32524	116.6	422089	17.59999999999997	1309.899278640747
1960	-104.159744	57.880623	-14.925819	-176.4969	103.1	423120	17.59999999999997	1312.564828157425
1970	-106.03758	37.251274	-42.82609	-152.34969	105.4	424174	17.59999999999997	1315.0603063106537
